movie_id,genre,company_name,company_country,movie_country,lang,adult,belongs_to_collection,budget,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,video,vote_average,vote_count
11,Science Fiction,20th Century Fox,US,US,English,False,Star Wars Collection,11000000,tt0076759,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,106.348,5/25/1977,775398007,121,Released,Star Wars,False,8.204,20817
12,Animation,Pixar,US,US,English,False,Finding Nemo Collection,94000000,tt0266543,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",125.133,5/30/2003,940335536,100,Released,Finding Nemo,False,7.8,19388
13,Drama,Paramount Pictures,US,US,English,False,FALSE,55000000,tt0109830,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",105.101,6/23/1994,677387716,142,Released,Forrest Gump,False,8.5,27752
14,Drama,DreamWorks Pictures,US,US,English,False,FALSE,15000000,tt0169547,en,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",44.255,9/15/1999,356296601,122,Released,American Beauty,False,8.0,12128
15,Drama,RKO Radio Pictures,US,US,English,False,FALSE,839727,tt0033467,en,Citizen Kane,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",37.402,4/17/1941,23218000,119,Released,Citizen Kane,False,8.0,5566
18,Science Fiction,Gaumont,FR,FR,German,False,FALSE,90000000,tt0119116,fr,Le Cinquième Élément,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",74.236,5/2/1997,263920180,126,Released,The Fifth Element,False,7.555,10824
19,Science Fiction,UFA,DE,DE,No Language,False,FALSE,5300000,tt0017136,de,Metropolis,"In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.",38.343,2/6/1927,1350322,148,Released,Metropolis,False,8.114,2792
22,Adventure,Jerry Bruckheimer Films,US,US,English,False,Pirates of the Caribbean Collection,140000000,tt0325980,en,Pirates of the Caribbean: The Curse of the Black Pearl,"After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves.",141.172,7/9/2003,655011224,143,Released,Pirates of the Caribbean: The Curse of the Black Pearl,False,7.8,20809
24,Crime,A Band Apart,US,US,Japanese,False,Kill Bill Collection,30000000,tt0266697,en,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",93.269,10/10/2003,180906076,111,Released,Kill Bill: Vol. 1,False,8.0,17552
27,Drama,Revolution Films,GB,US,English,False,FALSE,1000000,tt0411705,en,9 Songs,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.",39.814,7/16/2004,1574623,69,Released,9 Songs,False,5.6,518
28,War,American Zoetrope,US,US,Vietnamese,False,FALSE,31500000,tt0078788,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",57.025,5/19/1979,150000000,147,Released,Apocalypse Now,False,8.273,8313
33,Western,Malpaso Productions,US,US,English,False,FALSE,14400000,tt0105695,en,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",37.771,8/7/1992,159157447,130,Released,Unforgiven,False,7.9,4457
35,Family,20th Century Fox,US,US,English,False,FALSE,75000000,tt0462538,en,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",68.566,7/25/2007,527068851,87,Released,The Simpsons Movie,False,7.0,8031
38,Science Fiction,Focus Features,US,US,English,False,FALSE,20000000,tt0338013,en,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",90.542,3/19/2004,72258126,108,Released,Eternal Sunshine of the Spotless Mind,False,8.1,15126
58,Action,Jerry Bruckheimer Films,US,US,Mandarin,False,Pirates of the Caribbean Collection,200000000,tt0383574,en,Pirates of the Caribbean: Dead Man's Chest,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,100.407,7/6/2006,1065700000,151,Released,Pirates of the Caribbean: Dead Man's Chest,False,7.365,16092
62,Mystery,Stanley Kubrick Productions,GB,GB,Russian,False,The Space Odyssey Series,12000000,tt0062622,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",60.448,4/2/1968,71923560,149,Released,2001: A Space Odyssey,False,8.069,11638
63,Thriller,Universal Pictures,US,US,English,False,FALSE,29000000,tt0114746,en,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",44.782,12/29/1995,168841459,129,Released,Twelve Monkeys,False,7.6,8414
65,Drama,Imagine Entertainment,US,US,English,False,FALSE,41000000,tt0298203,en,8 Mile,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",37.084,11/8/2002,242875078,111,Released,8 Mile,False,7.137,7315
70,Drama,Epsilon Motion Pictures,CH,US,English,False,FALSE,30000000,tt0405159,en,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",36.806,12/15/2004,216763646,132,Released,Million Dollar Baby,False,7.954,9646
71,Comedy,Tiger Aspect,GB,GB,English,False,FALSE,5000000,tt0249462,en,Billy Elliot,"County Durham, England, 1984. The miners' strike has started and the police have started coming up from Bethnal Green, starting a class war with the lower classes suffering. Caught in the middle of the conflict is 11-year old Billy Elliot, who, after leaving his boxing club for the day, stumbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs. Wilkinson for an upcoming audition in Newcastle-upon Tyne for the royal Ballet school in London.",32.593,9/28/2000,109280263,110,Released,Billy Elliot,False,7.593,3849
74,Adventure,Amblin Entertainment,US,US,English,False,FALSE,132000000,tt0407304,en,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",61.0,6/13/2005,603873119,117,Released,War of the Worlds,False,6.5,8438
75,Comedy,Tim Burton Productions,US,US,French,False,FALSE,70000000,tt0116996,en,Mars Attacks!,"A fleet of Martian spacecraft surrounds the world's major cities and all of humanity waits to see if the extraterrestrial visitors have, as they claim, ""come in peace."" U.S. President James Dale receives assurance from science professor Donald Kessler that the Martians' mission is a friendly one. But when a peaceful exchange ends in the total annihilation of the U.S. Congress, military men call for a full-scale nuclear retaliation.",35.264,12/13/1996,101371017,106,Released,Mars Attacks!,False,6.409,5444
76,Drama,Detour Filmproduction,US,US,English,False,Before... Collection,2500000,tt0112471,en,Before Sunrise,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",44.662,1/27/1995,5987386,101,Released,Before Sunrise,False,8.0,4187
77,Mystery,Summit Entertainment,US,US,English,False,FALSE,9000000,tt0209144,en,Memento,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",58.202,10/11/2000,40047236,113,Released,Memento,False,8.18,15005
78,Drama,The Ladd Company,US,US,Japanese,False,Blade Runner Collection,28000000,tt0083658,en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",62.4,6/25/1982,41722424,118,Released,Blade Runner,False,7.939,13882
85,Adventure,Paramount Pictures,US,US,Arabic,False,Indiana Jones Collection,18000000,tt0082971,en,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",214.115,6/12/1981,389925971,115,Released,Raiders of the Lost Ark,False,7.9,12543
87,Action,Paramount Pictures,US,US,Sinhalese,False,Indiana Jones Collection,28000000,tt0087469,en,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",44.444,5/23/1984,333000000,118,Released,Indiana Jones and the Temple of Doom,False,7.3,9332
89,Adventure,Paramount Pictures,US,US,German,False,Indiana Jones Collection,48000000,tt0097576,en,Indiana Jones and the Last Crusade,"In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",70.484,5/24/1989,474171806,127,Released,Indiana Jones and the Last Crusade,False,7.8,10211
95,Adventure,Jerry Bruckheimer Films,US,US,Russian,False,FALSE,140000000,tt0120591,en,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",55.575,7/1/1998,553799566,151,Released,Armageddon,False,6.841,7985
98,Drama,Red Wagon Entertainment,US,US,English,False,Gladiator Collection,103000000,tt0172495,en,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",214.268,5/4/2000,465361176,155,Released,Gladiator,False,8.218,19262
101,Drama,Gaumont,FR,FR,English,False,FALSE,16000000,tt0110413,fr,Léon,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",86.86,9/14/1994,45284974,111,Released,Léon: The Professional,False,8.306,14941
103,Crime,Columbia Pictures,US,US,Spanish,False,FALSE,1900000,tt0075314,en,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,65.46,2/9/1976,28579636,114,Released,Taxi Driver,False,8.138,12381
105,Comedy,Amblin Entertainment,US,US,English,False,Back to the Future Collection,19000000,tt0088763,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",83.872,7/3/1985,381109762,116,Released,Back to the Future,False,8.3,20156
106,Science Fiction,Davis Entertainment,US,US,English,False,Predator Collection,15000000,tt0093773,en,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,93.579,6/12/1987,98267558,107,Released,Predator,False,7.5,8183
107,Crime,SKA Films,GB,GB,English,False,FALSE,10000000,tt0208092,en,Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",54.469,9/1/2000,83600000,103,Released,Snatch,False,7.811,9120
108,Drama,CAB Productions,CH,FR,Polish,False,Three Colors Collection,0,tt0108394,fr,Trois couleurs : Bleu,"The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",34.922,9/8/1993,1527572,98,Released,Three Colors: Blue,False,7.659,1702
111,Crime,Universal Pictures,US,US,English,False,FALSE,25000000,tt0086250,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",91.438,12/9/1983,66023329,169,Released,Scarface,False,8.2,11957
114,Comedy,Regency Enterprises,US,US,English,False,FALSE,14000000,tt0100405,en,Pretty Woman,"While on a business trip in Los Angeles, Edward Lewis, a millionaire entrepreneur who makes a living buying and breaking up companies, picks up a prostitute, Vivian, while asking for directions; after, Edward hires Vivian to stay with him for the weekend to accompany him to a few social events, and the two get closer only to discover there are significant hurdles to overcome as they try to bridge the gap between their very different worlds.",77.91,3/23/1990,463406268,120,Released,Pretty Woman,False,7.467,8342
115,Crime,Working Title Films,GB,US,Spanish,False,FALSE,15000000,tt0118715,en,The Big Lebowski,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",37.23,3/6/1998,47010480,117,Released,The Big Lebowski,False,7.8,11272
118,Fantasy,Plan B Entertainment,US,US,English,False,FALSE,150000000,tt0367594,en,Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",86.038,7/13/2005,475000000,115,Released,Charlie and the Chocolate Factory,False,7.048,15269
120,Action,The Saul Zaentz Company,US,US,English,False,The Lord of the Rings Collection,93000000,tt0120737,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",186.368,12/18/2001,871368364,179,Released,The Lord of the Rings: The Fellowship of the Ring,False,8.418,25502
121,Adventure,New Line Cinema,US,US,English,False,The Lord of the Rings Collection,79000000,tt0167261,en,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",155.446,12/18/2002,926287400,179,Released,The Lord of the Rings: The Two Towers,False,8.4,22141
122,Fantasy,New Line Cinema,US,US,English,False,The Lord of the Rings Collection,94000000,tt0167260,en,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",173.857,12/17/2003,1118888979,201,Released,The Lord of the Rings: The Return of the King,False,8.483,24545
128,Fantasy,Nibariki,JP,JP,Japanese,False,FALSE,23500000,tt0119698,ja,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",61.357,7/12/1997,169000000,134,Released,Princess Mononoke,False,8.336,8119
129,Family,Studio Ghibli,JP,JP,Japanese,False,FALSE,19000000,tt0245429,ja,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",106.643,7/20/2001,274925095,125,Released,Spirited Away,False,8.537,16757
137,Comedy,Columbia Pictures,US,US,Italian,False,FALSE,14600000,tt0107048,en,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",49.034,2/11/1993,71100000,101,Released,Groundhog Day,False,7.611,8081
142,Drama,River Road Entertainment,US,US,English,False,FALSE,14000000,tt0388795,en,Brokeback Mountain,"In 1960s Wyoming, two men develop a strong emotional and sexual relationship that endures as a lifelong connection complicating their lives as they get married and start families of their own.",45.16,10/22/2005,178043761,134,Released,Brokeback Mountain,False,7.8,7023
143,War,Universal Pictures,US,US,English,False,All Quiet On The Western Front Collection,1448864,tt0020629,en,All Quiet on the Western Front,"When a group of idealistic young men join the German Army during the Great War, they are assigned to the Western Front, where their patriotism is destroyed by the harsh realities of combat.",39.546,4/29/1930,3270000,133,Released,All Quiet on the Western Front,False,7.764,809
146,Drama,Good Machine,US,HK,Mandarin,False,"Crouching Tiger, Hidden Dragon Collection",17000000,tt0190332,zh,卧虎藏龍,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",38.268,7/6/2000,213978518,120,Released,"Crouching Tiger, Hidden Dragon",False,7.4,3230
149,Science Fiction,Bandai Entertainment,JP,JP,Japanese,False,FALSE,5700000,tt0094625,ja,AKIRA,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,46.777,6/10/1988,49000000,124,Released,Akira,False,7.947,4283
153,Drama,Elemental Films,GB,US,English,False,FALSE,4000000,tt0335266,en,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",45.848,9/18/2003,119723856,102,Released,Lost in Translation,False,7.387,7390
155,Thriller,Warner Bros. Pictures,US,US,Mandarin,False,The Dark Knight Collection,185000000,tt0468569,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",162.183,7/16/2008,1004558444,152,Released,The Dark Knight,False,8.519,33291
161,Crime,Warner Bros. Pictures,US,US,English,False,Ocean's Collection,85000000,tt0240772,en,Ocean's Eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",55.058,12/7/2001,450717150,116,Released,Ocean's Eleven,False,7.446,11681
162,Drama,20th Century Fox,US,US,English,False,FALSE,20000000,tt0099487,en,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,59.261,12/7/1990,86024005,105,Released,Edward Scissorhands,False,7.7,12994
163,Crime,Village Roadshow Pictures,US,US,French,False,Ocean's Collection,110000000,tt0349903,en,Ocean's Twelve,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",35.721,12/9/2004,362744280,125,Released,Ocean's Twelve,False,6.566,7303
164,Drama,Paramount Pictures,US,US,English,False,FALSE,2500000,tt0054698,en,Breakfast at Tiffany's,"Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.",31.862,10/6/1961,9500000,115,Released,Breakfast at Tiffany's,False,7.655,4184
165,Comedy,Amblin Entertainment,US,US,English,False,Back to the Future Collection,40000000,tt0096874,en,Back to the Future Part II,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",44.958,11/22/1989,332000000,108,Released,Back to the Future Part II,False,7.8,12880
169,Science Fiction,Lawrence Gordon Productions,US,US,English,False,Predator Collection,35000000,tt0100403,en,Predator 2,A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,42.883,11/21/1990,57120318,108,Released,Predator 2,False,6.283,3354
170,Horror,DNA Films,GB,GB,Spanish,False,28 Days/Weeks Later Collection,8000000,tt0289043,en,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",107.569,10/31/2002,84661434,113,Released,28 Days Later,False,7.2,6870
180,Science Fiction,Amblin Entertainment,US,US,Swedish,False,FALSE,102000000,tt0181689,en,Minority Report,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",33.6,6/20/2002,358372926,145,Released,Minority Report,False,7.35,8776
184,Thriller,A Band Apart,US,US,English,False,FALSE,12000000,tt0119396,en,Jackie Brown,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.",32.253,12/25/1997,74727492,154,Released,Jackie Brown,False,7.357,6384
185,Crime,Stanley Kubrick Productions,GB,US,English,False,FALSE,2200000,tt0066921,en,A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",44.072,12/19/1971,27033812,137,Released,A Clockwork Orange,False,8.19,12954
187,Thriller,Miramax,US,US,English,False,Sin City Collection,40000000,tt0401792,en,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",32.745,4/1/2005,158733820,124,Released,Sin City,False,7.459,8186
196,Science Fiction,Amblin Entertainment,US,US,English,False,Back to the Future Collection,40000000,tt0099088,en,Back to the Future Part III,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",38.25,5/25/1990,244527583,119,Released,Back to the Future Part III,False,7.481,10609
197,Drama,Icon Entertainment International,GB,US,Gaelic,False,FALSE,72000000,tt0112573,en,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",65.097,5/24/1995,213200000,177,Released,Braveheart,False,7.942,10222
217,Action,Lucasfilm Ltd.,US,US,Russian,False,Indiana Jones Collection,185000000,tt0367882,en,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.",54.635,5/21/2008,786636033,122,Released,Indiana Jones and the Kingdom of the Crystal Skull,False,6.0,8365
218,Science Fiction,Hemdale,GB,US,English,False,The Terminator Collection,6400000,tt0088247,en,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",84.73,10/26/1984,78371200,108,Released,The Terminator,False,7.662,13339
235,Drama,Columbia Pictures,US,US,English,False,FALSE,8000000,tt0092005,en,Stand by Me,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.",34.606,8/8/1986,52300000,89,Released,Stand by Me,False,7.851,5925
238,Drama,Alfran Productions,US,US,Italian,False,The Godfather Collection,6000000,tt0068646,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",163.489,3/14/1972,245066411,175,Released,The Godfather,False,8.689,20937
239,Romance,The Mirisch Company,US,US,English,False,FALSE,2883848,tt0053291,en,Some Like It Hot,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",31.429,3/19/1959,25000000,122,Released,Some Like It Hot,False,8.095,3503
240,Crime,Paramount Pictures,US,US,Latin,False,The Godfather Collection,13000000,tt0071562,en,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",110.816,12/20/1974,102600000,202,Released,The Godfather Part II,False,8.571,12631
